Index	ZINCID	InChIKey	SMILES
6866	ZINC09341556	PUXMBOXMRGPILZ-ONNFQVAWSA-M	CN1C(=O)C(=CC2=CNC3=C2C=C(C=C3)[O-])C(=O)NC1=O
6867	ZINC09357355	RXBBADNPSHEPGM-BHIFYINESA-N	C1OC2=C(O1)C=C(C=C2)N3C(=O)C4C(C3=O)C5(C(=O)C6=CC=CC=C6C5=O)OC4C7=CC=CC=C7
6868	ZINC09357357	RXBBADNPSHEPGM-FSSWDIPSSA-N	C1OC2=C(O1)C=C(C=C2)N3C(=O)C4C(C3=O)C5(C(=O)C6=CC=CC=C6C5=O)OC4C7=CC=CC=C7
6869	ZINC09366804	ROHHUXKBFOQTFE-UHFFFAOYSA-N	C1=CC=C(C(=C1)C(=O)NC2=NN=C(S2)SCC3=CC=C(C=C3)Br)Cl
6870	ZINC09366812	UEVPEEHDLTWCMS-UHFFFAOYSA-N	C1=CC(=CC=C1CSC2=NN=C(S2)NC(=O)C3=CC=C(C=C3)F)Br
6871	ZINC09404848	ZHGPVKTVDZWQER-UHFFFAOYSA-N	CCOC1=CC(=CC(=C1OCC)OCC)C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4N3
6872	ZINC09422342	VHPPODIXJOXBEV-UHFFFAOYSA-N	CC(=O)N1CCN(CC1)C2=C(C=CC=C2Cl)NC(=O)C3=CC=C(O3)Br
6873	ZINC09422426	YKLYVNLMRJKAPY-UHFFFAOYSA-N	CCOC(=O)C1=CC(=CC=C1)NC2=NC(=NC3=C2NC=N3)N
6874	ZINC09435020	AIHUUIAJRNWVGQ-SFHVURJKSA-M	COC([C@H](C(=O)[O-])Oc1nccc(n1)C)(c1ccccc1)c1ccccc1
6875	ZINC09435021	AIHUUIAJRNWVGQ-GOSISDBHSA-M	COC([C@@H](C(=O)[O-])Oc1nccc(n1)C)(c1ccccc1)c1ccccc1
6876	ZINC09485329	HPVMFLPLCWKVQM-UHFFFAOYSA-N	CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCCC2=CNC3=CC=CC=C32
6877	ZINC09521630	DNTZWULJNGOBHG-UHFFFAOYSA-N	O=C(Nc1sccc1C(=O)N)Cc1ccc2c(c1)OCO2
6878	ZINC09572854	OPURUIYEXHFPGZ-UHFFFAOYSA-N	CN1C2=C(C=N1)C(=NC(=N2)N3CCCCC3)NC4=CC(=CC=C4)OC
6879	ZINC09580294	BRDBEERUXFPTMZ-SOLBZPMBSA-N	CC(C)CC(C(=O)OCC(=O)NC1=C(C=CC(=C1)Cl)OC)N2C(=O)C3CC=CCC3C2=O
6880	ZINC09585591	LTSNUSUAMLPUAU-UHFFFAOYSA-N	Cc1ccc2nc(sc2c1)c3ccc(NC(=O)C4CCN(CC4)C(=O)c5cccs5)cc3
6881	ZINC09592675	BERPCVULMUPOER-UHFFFAOYSA-M	O=c1[nH]c2ccccc2cc1[O-]
6882	ZINC09597615	ZFCUCBMTSLQRHQ-UHFFFAOYSA-P	CC[NH+]1CCN(CC1)c1cc(C)c2c([nH+]1)ccc(c2)NC(=O)CCC(=O)Nc1ccc(c(c1)Cl)F
6883	ZINC09610931	XDXNXAQKAHUCSV-UHFFFAOYSA-N	COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=CC=C4
6884	ZINC09627412	NZUXOOCZCZKXSR-ZDUSSCGKSA-N	CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC(=CC(=C4)C)C
6885	ZINC09627420	NZUXOOCZCZKXSR-CYBMUJFWSA-N	CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC(=CC(=C4)C)C
6886	ZINC09635673	ARXNIOQXGVZLSL-UHFFFAOYSA-N	COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(ccc1N1CCOCC1)[N+](=O)[O-]
6887	ZINC09659749	VIQSBJOMLQLAKC-ATJXCDBQSA-M	C1=CC=C(C=C1)N2C(=O)C(=NNC3=CC=C(C=C3)S(=O)(=O)[O-])C(=N2)C4=CC=C(C=C4)[N+](=O)[O-]
6888	ZINC09660252	QWDHLTWAAVZDIR-AREMUKBSSA-M	CC1=CC(=NC(=N1)OC(C(=O)[O-])C(C2=CC=CC=C2)(C3=CC=CC=C3)OCCC4=CC=CC=C4)C
6889	ZINC09673165	KNCQEUTZNNITIW-HDICACEKSA-N	C[C@@H]1C[C@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCCc1ccccc1
6890	ZINC09673166	KNCQEUTZNNITIW-ROUUACIJSA-N	C[C@H]1C[C@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCCc1ccccc1
6891	ZINC09673167	KNCQEUTZNNITIW-QZTJIDSGSA-N	C[C@@H]1C[C@@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCCc1ccccc1
6892	ZINC09673186	KKUTUPAEQHOUFN-HDICACEKSA-N	C[C@@H]1C[C@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCc1ccc(cc1)C
6893	ZINC09673187	KKUTUPAEQHOUFN-ROUUACIJSA-N	C[C@H]1C[C@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCc1ccc(cc1)C
6894	ZINC09673188	KKUTUPAEQHOUFN-QZTJIDSGSA-N	C[C@@H]1C[C@@H](C)CN(C1)S(=O)(=O)c1ccc2c(c1)c(C)c(o2)C(=O)NCc1ccc(cc1)C
6895	ZINC09673198	RPKLYXZEDWZHSZ-CALCHBBNSA-N	CC1CC(CN(C1)S(=O)(=O)C2=CC3=C(C=C2)OC(=C3C)C(=O)NCC4=CC=CC=C4OC)C
6896	ZINC09673199	RPKLYXZEDWZHSZ-IRXDYDNUSA-N	CC1CC(CN(C1)S(=O)(=O)C2=CC3=C(C=C2)OC(=C3C)C(=O)NCC4=CC=CC=C4OC)C
6897	ZINC09673200	RPKLYXZEDWZHSZ-IAGOWNOFSA-N	CC1CC(CN(C1)S(=O)(=O)C2=CC3=C(C=C2)OC(=C3C)C(=O)NCC4=CC=CC=C4OC)C
6898	ZINC09673206	WKIPITWCGDNMDT-QZTJIDSGSA-N	CCOC1=CC=CC=C1CNC(=O)C2=C(C3=C(O2)C=CC(=C3)S(=O)(=O)N4CC(CC(C4)C)C)C
6899	ZINC09673207	WKIPITWCGDNMDT-HDICACEKSA-N	CCOC1=CC=CC=C1CNC(=O)C2=C(C3=C(O2)C=CC(=C3)S(=O)(=O)N4CC(CC(C4)C)C)C
6900	ZINC09678795	JJLLTJIGJJSSOU-UHFFFAOYSA-N	Clc1ccc(cc1)S(=O)(=O)[N-]c1ccc(cc1)S(=O)(=O)NCCc1ccccc1
6901	ZINC09686362	JTDVOOWYOMRNCY-JOCHJYFZSA-O	O=C(C1CCN(CC1)c1ccc(nn1)c1cccs1)NC[C@H]1CC[NH+](C1)Cc1ccc(cc1)C
6902	ZINC09686365	JTDVOOWYOMRNCY-QFIPXVFZSA-O	O=C(C1CCN(CC1)c1ccc(nn1)c1cccs1)NC[C@@H]1CC[NH+](C1)Cc1ccc(cc1)C
6903	ZINC09781788	LTIGBEPXXOGOFS-DEOSSOPVSA-O	O[C@@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)COc1cc(C)ccc1C(C)C
6904	ZINC09781790	XNVACWCCVJPZOD-XMMPIXPASA-O	C=CCc1ccccc1OC[C@@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6905	ZINC09781793	XNVACWCCVJPZOD-DEOSSOPVSA-O	C=CCc1ccccc1OC[C@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6906	ZINC09804746	GTTXOKRFAXQYEU-VWLOTQADSA-N	C1=CC=C(C=C1)CCNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4
6907	ZINC09835022	WKMSGMMIFOIUKL-UHFFFAOYSA-P	COc1ccc(cc1)CCC(=O)Nc1ccc2c(c1)c(C)cc([nH+]2)N1CC[NH+](CC1)CC
6908	ZINC09848627	GMWVIRPICOOFSA-HZPDHXFCSA-O	CCc1nn(CC(=O)NCCC[NH+]2C[C@H](C)C[C@H](C2)C)c(=O)c2n1c1cc(sc1c2)C
6909	ZINC09863967	NKWCTBQGEYIWFO-INIZCTEOSA-M	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)[O-])NC(=O)C3=CC=CC=C3F
6910	ZINC09933928	CGJFGHMFECCFSZ-DEOSSOPVSA-N	COC1=CC=C(C=C1)CN2C(C(=O)N(C2=O)C3=CC(=CC=C3)OC)CC(=O)NC4=CC=C(C=C4)C(=O)OC
6911	ZINC09937921	OVFACMHMRBUIMH-UHFFFAOYSA-N	CC1=NN2C(=N1)C3=CC=CC=C3N=C2SC
6912	ZINC09939949	CCPVGWJWOWFLEG-UHFFFAOYSA-N	CCSc1nc2ccccc2c2n1nc(n2)C
6913	ZINC09972269	UFSBBXSERZQNHQ-UHFFFAOYSA-M	CC1=C2C(=CC(=O)N1CC3=CC=C(C=C3)C(=O)[O-])NN(C2=O)C4=NC5=CC=CC=C5S4
6914	ZINC10027145	OBDBWBFWAREAGR-IBGZPJMESA-N	C1CCN(C(C1)C(=O)NCCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3
6915	ZINC10027147	OBDBWBFWAREAGR-LJQANCHMSA-N	C1CCN(C(C1)C(=O)NCCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3
6916	ZINC10146664	KIHVPIRTWGPOKL-UHFFFAOYSA-N	CCCC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
6917	ZINC10186822	AXEYTFGWEFGVSD-UHFFFAOYSA-N	C1CN(CCC1C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)S(=O)(=O)C5=CC=CS5
6918	ZINC10237337	NDPPMBKASXYIHW-UHFFFAOYSA-N	CCN1C2=CC=CC=C2N=C1NC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
6919	ZINC10254746	ZKDXRFMOHZVXSG-OAHLLOKOSA-M	OC[C@H](C(C)C)Nc1nc(Nc2ccc(c(c2)Cl)C(=O)[O-])c2c(n1)n(cn2)C(C)C
6920	ZINC10269851	GEQZFSCFWGCHOX-UHFFFAOYSA-N	C1CN(CCN1C2=NC=CS2)C(=O)C3=CC=CC=C3C(F)(F)F
6921	ZINC10272297	WTKFUDDFHUANII-OHCUZXKPSA-N	N/N=C/1\CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O
6922	ZINC10272299	WTKFUDDFHUANII-DWQGJULOSA-N	N/N=C/1\CC[C@@H]2[C@]1(C)CC[C@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O
6923	ZINC10277834	XPXNJKSPAKCNKU-UHFFFAOYSA-N	CC(C)CCOC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OCCC(C)C
6924	ZINC10332406	JFZJKJXRRUHNON-UHFFFAOYSA-N	CC(C)C1=CC=C(C=C1)CCC(=O)N2CCOCC2
6925	ZINC10407901	JLVXVGKKCQUJOC-UHFFFAOYSA-N	O=C(Nc1ccc2c(c1)Cc1c2cccc1)Nc1ccc(cc1)S(=O)(=O)N
6926	ZINC10450796	BSLBJQNVSCZYMV-VAWYXSNFSA-O	O=C(NC1CC[NH+](CC1)Cc1ccccc1)/C=C/c1ccccc1
6927	ZINC10461620	BOWXEPIUZVMXHM-UHFFFAOYSA-N	C1CC2=CC=CC=C2N(C1)C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CC=C4
6928	ZINC10634597	IUDVWUDBPHRZIE-UHFFFAOYSA-N	CCOC(=O)CN(C1=CC=C(C=C1)F)C(=O)COC(=O)CC2=CNC3=CC=CC=C32
6929	ZINC10743196	LHHCSNFAOIFYRV-KVIJGQROSA-N	CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@@H](CC3CCC3)C(=O)C(=O)N)C
6930	ZINC10971638	GOWJXFXDCTYGBW-UHFFFAOYSA-N	COc1cccc(c1)C(=O)Nc2ncc(Cc3cccc(c3)C(F)(F)F)s2
6931	ZINC10971696	LINFHMWTGYJLOX-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C(=O)NC2=NC=C(S2)CC3=CC(=CC=C3)C(F)(F)F)OC
6932	ZINC11096630	MCUDYWOOVOYIFL-UHFFFAOYSA-N	C1CC2=CC=CC=C2N(C1)C(=O)C3=CC=C(C=C3)NC(=O)CC4=CC=CC=C4
6933	ZINC11325690	WQTIHJORCCUQBO-BJKOFHAPSA-N	CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OC(CCC2=CC=CC=C2)C3=CC=CC=C3
6934	ZINC11330186	SEERZIQQUAZTOL-ANMDKAQQSA-M	CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)COC
6935	ZINC11422302	RJQPTDPYKKHYSV-VXNVDRBHSA-O	O[C@H]1[C@H]([NH3+])CCc2c1ccc(c2O)O
6936	ZINC11422311	GYJRRQRGZZEHEB-SNVBAGLBSA-O	Oc1ccc(cc1O)[C@H]1C[NH2+]CCO1
6937	ZINC11422450	VYPNBBZHLGJXPR-ZYHUDNBSSA-O	O[C@H]1[C@@H](CCc2c1ccc(c2O)O)[NH2+]C(C)C
6938	ZINC11422476	HGZKLMFEVVYGMO-ZETCQYMHSA-O	C[NH2+]C[C@@H](c1ccc(c(c1F)O)O)O
6939	ZINC11536215	SGMDNRFRSNYBCA-UHFFFAOYSA-M	Cc1ccc(cc1)S(=O)(=O)c1ccc(nn1)[O-]
6940	ZINC11536216	KLWAIVHFGCYFDO-UHFFFAOYSA-M	COc1ccc(cc1)S(=O)(=O)c1ccc(nn1)[O-]
6941	ZINC11536219	MLRLSUWJTAHEKD-UHFFFAOYSA-M	Clc1ccc(cc1)S(=O)(=O)c1ccc(nn1)[O-]
6942	ZINC11536222	MKFSHYSDCZFZEZ-UHFFFAOYSA-M	Brc1ccc(cc1)S(=O)(=O)c1ccc(nn1)[O-]
6943	ZINC11536236	ZICCKDUVBPQRQT-UHFFFAOYSA-M	[O-]c1ccc(nn1)S(=O)(=O)c1ccccc1
6944	ZINC11568744	OTNDMNJNGWSWHX-UHFFFAOYSA-O	Nc1ccc([nH+]c1)N1CCc2c(C1)cccc2
6945	ZINC11597113	LCDYBYNFNGTEKK-ZDUSSCGKSA-O	CC(C[C@@H]1[NH2+]CCc2c1cccc2)C
6946	ZINC11597116	LCDYBYNFNGTEKK-CYBMUJFWSA-O	CC(C[C@H]1[NH2+]CCc2c1cccc2)C
6947	ZINC11597154	OMRKUZDQUXNJDA-MRXNPFEDSA-O	Cc1ccc(cc1)[C@H]1[NH2+]CCc2c1cccc2
6948	ZINC11597198	FSFZUYODRIULLG-MRXNPFEDSA-O	COc1ccc(cc1)[C@H]1[NH2+]CCc2c1cccc2
6949	ZINC11601320	NYEIPJXITMQMTK-UHFFFAOYSA-O	[NH3+]C(Cc1ccc(cc1)Cl)Cc1ccc(cc1)Cl
6950	ZINC11601499	WGDBJUJJRWABLD-UHFFFAOYSA-O	[NH3+]C(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2
6951	ZINC11615926	XUKUURHRXDUEBC-RRPNLBNLSA-M	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
6952	ZINC11616188	FBOUYBDGKBSUES-FCHUYYIVSA-O	O=C(N1CCc2c([C@H]1c1ccccc1)cccc2)O[C@H]1C[NH+]2CCC1CC2
6953	ZINC11616526	BMUKKTUHUDJSNZ-SUNYJGFJSA-O	C[C@H]([NH2+][C@H]([C@H](c1ccc(cc1)O)O)C)COc1ccccc1
6954	ZINC11616925	OGSBUKJUDHAQEA-ZBFHGGJFSA-L	C#CC[C@@H](c1ccc(cc1)C(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])Cc1cnc2c(n1)c(N)nc(n2)N
6955	ZINC11616926	OGSBUKJUDHAQEA-GDBMZVCRSA-L	C#CC[C@@H](c1ccc(cc1)C(=O)N[C@@H](C(=O)[O-])CCC(=O)[O-])Cc1cnc2c(n1)c(N)nc(n2)N
6956	ZINC11616927	OGSBUKJUDHAQEA-GOEBONIOSA-L	C#CC[C@H](c1ccc(cc1)C(=O)N[C@@H](C(=O)[O-])CCC(=O)[O-])Cc1cnc2c(n1)c(N)nc(n2)N
6957	ZINC11617039	CUIHSIWYWATEQL-UHFFFAOYSA-O	CN(c1cc[nH+]c(n1)Nc1ccc(c(c1)S(=O)(=O)N)C)c1ccc2c(c1)nn(c2C)C
6958	ZINC11632569	IZFHRJZAZNTUOI-UHFFFAOYSA-O	COc1ccc(cc1N1CC[NH2+]CC1)OC
6959	ZINC11632570	CEDIEUVYUSGIDQ-UHFFFAOYSA-O	[NH2+]1CCN(CC1)c1ccc(cc1)Oc1ccccc1
6960	ZINC11639175	DHARHZPJWBSJCZ-UHFFFAOYSA-N	Oc1ccc(Cl)cc1NC(=O)c2ccccc2O
6961	ZINC11676975	FGGYJWZYDAROFF-XMMPIXPASA-M	CCCc1c(OCCCCCOc2cc3O[C@H](CCc3cc2C(=O)C)C(=O)[O-])ccc(c1O)C(=O)C
6962	ZINC11677088	UXCAQJAQSWSNPQ-BWZBUEFSSA-N	CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)F
6963	ZINC11677837	QNZCBYKSOIHPEH-UHFFFAOYSA-N	COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
6964	ZINC11678447	GYKFWCDBQAFCLJ-RTWAWAEBSA-O	COc1ccc(cc1)[C@@H]1Sc2cc(Cl)ccc2N(C(=O)[C@@H]1OC(=O)C)CC[NH+](C)C
6965	ZINC11678452	GYKFWCDBQAFCLJ-NHCUHLMSSA-O	COc1ccc(cc1)[C@H]1Sc2cc(Cl)ccc2N(C(=O)[C@@H]1OC(=O)C)CC[NH+](C)C
6966	ZINC11678458	GYKFWCDBQAFCLJ-SFTDATJTSA-O	COc1ccc(cc1)[C@@H]1Sc2cc(Cl)ccc2N(C(=O)[C@H]1OC(=O)C)CC[NH+](C)C
6967	ZINC11678567	JMPFSEBWVLAJKM-KRWDZBQOSA-N	CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)[C@@H](C#N)C3=CC=C(C=C3)Cl
6968	ZINC11678783	AKTXOQVMWSFEBQ-UKTHLTGXSA-N	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)N=C(S2)N
6969	ZINC11679157	LZFZMUMEGBBDTC-VHDGCEQUSA-M	[O-]C(=O)[C@@H]([NH2+][C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])C)CCc1ccccc1
6970	ZINC11680893	GXESHMAMLJKROZ-IXCJQBJRSA-O	Oc1ccc2c(c1)CC[C@@H]([C@H]2c1ccc(cc1)OCC[NH+]1CCCC1)c1ccccc1
6971	ZINC11681341	UQRORFVVSGFNRO-AATLWQCWSA-O	CCCC[NH+]1C[C@H](O)[C@H]([C@H]([C@@H]1CO)O)O
6972	ZINC11686663	LYBWGROBJJXCJJ-BBRMVZONSA-M	FCC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](C(C)C)NC(=O)OCc1ccccc1
6973	ZINC11687040	OLQFKFSAJNUOPT-UHFFFAOYSA-M	CCCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)[O-])cc(cc2)NC(=O)NC1CCCCC1
6974	ZINC11687637	UGFHIPBXIWJXNA-KRWDZBQOSA-O	Clc1cccc(c1)[C@H](n1c[nH+]cc1)c1ccc2c(c1)[nH]cn2
6975	ZINC11688000	IEXLNMCXTFFDIL-MNOVXSKESA-M	SC[C@H]1CCCCCCCSC[C@H](NC1=O)C(=O)[O-]
6976	ZINC11688098	LRGIPQJRKVRNOS-OAHLLOKOSA-N	COc1ccc(cc1)n1nc(cc1c1ccc(cc1)Cl)C#C[C@H](N(C(=O)C)O)C
6977	ZINC11688675	TVHDOQRUZFTFEE-UHNVWZDZSA-O	O=C1[C@H]2[NH2+]CC[C@@H](N1O)C2
6978	ZINC11726158	IWQIMHIJDLAOHB-UHFFFAOYSA-O	Nc1[nH+]cccc1NCc1cc(ccc1OCc1ccccc1)c1ccc2c(c1)[nH]cc2
6979	ZINC11726787	WBNUCLPUOSXSNJ-ZDUSSCGKSA-O	CCOC(=O)COC1CCN(CC1)C(=O)[C@@H](NC(=O)c1ccc(cc1)C(=[NH2+])NO)C
6980	ZINC11735100	NZXGDKLTTHIYTB-UHFFFAOYSA-O	[NH2+]1CCN(CC1)c1nc2c([nH]1)cccc2
6981	ZINC11754367	HDLWINONZUFKQV-QMMMGPOBSA-O	O=C([C@H]1[NH2+]CCC1)N1CCCC1
6982	ZINC11755412	QTWBKNVNGVYTNZ-UHFFFAOYSA-O	C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)CCC[NH3+]
6983	ZINC11757504	AFQPTMJHMKDDIB-UHFFFAOYSA-N	CN(C1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=C(C=C2)N
6984	ZINC11757505	VPVLEBIVXZSOMQ-UHFFFAOYSA-N	C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O
6985	ZINC11802711	HDVHFHONOKCUHQ-UHFFFAOYSA-O	C1COc2c(C[NH2+]1)cccc2
6986	ZINC11847320	JNXQJQFGJQPMOR-DEOSSOPVSA-O	C=CCc1ccc(c(c1)OC)OC[C@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6987	ZINC11847321	JNXQJQFGJQPMOR-XMMPIXPASA-O	C=CCc1ccc(c(c1)OC)OC[C@@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6988	ZINC11847507	CXWOTFGJCKJHPO-QHCPKHFHSA-O	COc1ccc(c(c1)C(C)(C)C)OC[C@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6989	ZINC11847508	CXWOTFGJCKJHPO-HSZRJFAPSA-O	COc1ccc(c(c1)C(C)(C)C)OC[C@@H](C[NH+]1CCC(CC1)Cn1c(=O)c2cccc3c2c(c1=O)ccc3)O
6990	ZINC11847620	NECCEJFVHJYYDA-UHFFFAOYSA-N	C1=CC(=CC=C1N2C=NC3=C(C2=O)C=CC(=C3)O)O
6991	ZINC11885008	XWHBDOLRNWCIGO-UHFFFAOYSA-O	[NH3+]CC1(CCCCC1)c1cccc2c1cccc2
6992	ZINC11900191	PVJYNFRNHSYBAL-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCNC(=O)c1ccco1
6993	ZINC11906992	RKJSOZZVROHVEG-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4S(=O)(=O)C)OC
6994	ZINC11909395	DPOUSVNUKWQWOC-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCCNC(=O)Cc1cccc2c1cccc2
6995	ZINC11909404	VSRXHPMNIVBYAT-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCCNC(=O)c1ccc2c(c1)cccc2
6996	ZINC11919626	LIUNAKJFUYIJFE-UHFFFAOYSA-N	COc1cccc2c1[nH]c1c2CCN=C1
6997	ZINC11919683	PAHAIWFYCZHWKN-UHFFFAOYSA-N	C1CN=CC2=C1C3=C(N2)C=CC(=C3)Br
6998	ZINC11919966	JVMUPDOMGALPOW-UHFFFAOYSA-N	COC1=CC=C(C2=CC=CC=C21)N
6999	ZINC11934716	MBOPFHPMFNFANK-UHFFFAOYSA-O	CN(C(=O)c1nnn(c1)Cc1ccccc1Cl)CC1CC[NH+](CC1)Cc1ccccc1
7000	ZINC11945831	FBLANPWAVFBRNS-UHFFFAOYSA-O	[NH3+]CCOc1ccc(cc1)Oc1ccccc1
7001	ZINC11956807	TVKNJIBIOICJKS-UHFFFAOYSA-O	[NH3+]CC(=O)NCCc1ccc(cc1)S(=O)(=O)N
7002	ZINC11957004	YJPUATSIKWOSST-UHFFFAOYSA-O	C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)C[NH3+]
7003	ZINC11957028	CYJOHVGVSWHAAE-UHFFFAOYSA-O	[NH3+]CC(=O)NCc1ccc(cc1)S(=O)(=O)N
7004	ZINC11957147	GKUMCOCKSWWEHM-UHFFFAOYSA-O	[NH3+]CC(=O)Nc1ccc(cc1)S(=O)(=O)N
7005	ZINC11957328	IVBVTDXOGUNDHC-LURJTMIESA-O	C[C@@H](C(=O)N1CCCC1)[NH3+]
7006	ZINC11957865	OBPWVVSCTGDYDK-LBPRGKRZSA-O	C[C@@H](C(=O)Nc1ccc(cc1)OCc1ccccc1)[NH3+]
7007	ZINC11959217	IMCMJLZQYAUSFW-BDAKNGLRSA-O	CC[C@H]([C@@H](C(=O)N1CCCC1)[NH3+])C
7008	ZINC11959221	IMCMJLZQYAUSFW-IUCAKERBSA-O	CC[C@@H]([C@@H](C(=O)N1CCCC1)[NH3+])C
7009	ZINC11974801	YMNBXYLOSIKZGL-MRVPVSSYSA-N	CC(C)C(C=O)NC(=O)OC(C)(C)C
7010	ZINC11974806	YJAAJMSZVZJPOQ-RKDXNWHRSA-N	CCC(C)C(C=O)NC(=O)OC(C)(C)C
7011	ZINC11974813	YJAAJMSZVZJPOQ-DTWKUNHWSA-N	CCC(C)C(C=O)NC(=O)OC(C)(C)C
7012	ZINC12031889	CONGMAIJMUNLHQ-UHFFFAOYSA-N	CCCC(=O)NCCc1c[nH]c2c1cccc2
7013	ZINC12032274	ZKJNLSDUPCPGTE-YBEGLDIGSA-N	COC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C=O)/SC2=S
7014	ZINC12050373	NQLVJBCUNXDTMF-QFIPXVFZSA-N	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC(C4=CC=CC=C4)C(=O)N
7015	ZINC12050375	NQLVJBCUNXDTMF-JOCHJYFZSA-N	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC(C4=CC=CC=C4)C(=O)N
7016	ZINC12068670	JIZCSAVNRLQTOU-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCCNS(=O)(=O)c1ccc(cc1)C
7017	ZINC12068672	FJGYVPIKFQWJJI-UHFFFAOYSA-O	COc1ccc(cc1)S(=O)(=O)NCCC[NH+]1CCN(CC1)c1ccccc1OC
7018	ZINC12080554	UJUOWBOILYZONZ-CQSZACIVSA-N	CCOC(=O)C(C)OC1=CC=CC2=C1C=CN(C2=O)CC(=O)NC3=CC=C(C=C3)[N+](=O)[O-]
7019	ZINC12080555	UJUOWBOILYZONZ-AWEZNQCLSA-N	CCOC(=O)C(C)OC1=CC=CC2=C1C=CN(C2=O)CC(=O)NC3=CC=C(C=C3)[N+](=O)[O-]
7020	ZINC12113473	LRLYFAGRMWKTPH-UHFFFAOYSA-N	Fc1ccc(cc1)Cn1ncc2c(c1=O)n(C)c1c2sc(c1)C
