Index	DBID	InChIKey
387013	DB08874	ZVGNESXIJDCBKN-KFGPIHIUSA-N
134809	DB08875	ONIQOQHATWINJY-UHFFFAOYSA-N
338185	DB08877	HFNKQEVNSGCOJV-OAHLLOKOSA-N
102251	DB08880	UTNUDOFZCWSZMS-YFHOEESVSA-N
83848	DB08881	GPXBXXGIAQBQNI-UHFFFAOYSA-N
46511	DB08882	LTXREWYXXSTFRX-QGZVFWFLSA-N
386541	DB08883	PRMWGUBFXWROHD-UHFFFAOYSA-N
386691	DB08884	PCZHWPSNPWAQNF-LMOVPXPDSA-K
30269	DB08889	BLMPQMFVWMYDKT-NZTKNTHTSA-N
386847	DB08890	KXGCNMMJRFDFNR-WDRJZQOASA-N
386692	DB08893	PBAPPPCECJKMCM-IBGZPJMESA-N
231417	DB08895	UJLAWZDWDVHWOW-YPMHNXCESA-N
63748	DB08896	FNHKPVJBJVTLMP-UHFFFAOYSA-N
386693	DB08897	ASMXXROZKSBQIH-VITNCHFBSA-N
34526	DB08899	WXCXUHSOUPDCQV-UHFFFAOYSA-N
231510	DB08901	PHXJVRSECIGDHY-UHFFFAOYSA-N
130922	DB08903	QUIJNHUBAXPXFS-XLJNKUFUSA-N
38548	DB08905	OSVMTWJCGUFAOD-KZQROQTASA-N
132564	DB08906	XTULMSXFIHGYFS-VLSRWLAYSA-N
328073	DB08907	XTNGUQKDFGDXSJ-ZXGKGEBGSA-N
386694	DB08908	LDCRTTXIJACKKU-ONEGZZNKSA-N
386434	DB08909	ZSDBFLMJVAGKOU-UHFFFAOYSA-N
387014	DB08910	UVSMNLNDYGZFPF-UHFFFAOYSA-N
271089	DB08911	LIRYPHYGHXZJBZ-UHFFFAOYSA-N
295332	DB08912	BFSMGDJOXZAERB-UHFFFAOYSA-N
349325	DB08916	ULXXDDBFHOBEHA-CWDCEQMOSA-N
157852	DB08918	GJJFMKBJSRMPLA-DZGCQCFKSA-N
386435	DB08922	FBVFZWUMDDXLLG-HDICACEKSA-N
355800	DB08930	RHWKPHLQXYSBKR-BMIGLBTASA-N
386542	DB08931	WXXSNCNJFUAIDG-UHFFFAOYSA-N
82343	DB08932	JGCMEBMXRHSZKX-UHFFFAOYSA-N
386436	DB08933	YTAOBBFIOAEMLL-REQDGWNSSA-N
386695	DB08934	TTZHDVOVKQGIBA-IQWMDFIBSA-N
386287	DB08936	WFNAKBGANONZEQ-UHFFFAOYSA-N
136791	DB08943	MPIPASJGOJYODL-UHFFFAOYSA-N
386848	DB08949	MFZCIDXOLLEMOO-GYSGTQPESA-N
51071	DB08954	UYNVMODNBIQBMV-UHFFFAOYSA-N
386724	DB08964	KYBOHGVERHWSSV-VNIVIJDLSA-N
39913	DB08974	CPEUVMUXAHMANV-UHFFFAOYSA-N
177638	DB08981	ZPAKPRAICRBAOD-UHFFFAOYSA-N
50735	DB08992	SQUNAWUMZGQQJD-UHFFFAOYSA-N
386288	DB08995	GZSOSUNBTXMUFQ-YFAPSIMESA-N
341090	DB08996	RYQOGSFEJBUZBX-UHFFFAOYSA-N
386437	DB09006	BMOVQUBVGICXQN-UHFFFAOYSA-N
359436	DB09008	CZTQZXZIADLWOZ-CRAIPNDOSA-N
125867	DB09009	QTGIAADRBBLJGA-UHFFFAOYSA-N
386874	DB09014	IZLPZXSZLLELBJ-UHFFFAOYSA-N
170134	DB09017	UMSGKTJDUHERQW-UHFFFAOYSA-N
386875	DB09018	GIYAQDDTCWHPPL-UHFFFAOYSA-N
122000	DB09019	OJGDCBLYJGHCIH-UHFFFAOYSA-N
363650	DB09020	KHOITXIGCFIULA-UHFFFAOYSA-N
163342	DB09026	UXOWGYHJODZGMF-QORCZRPOSA-N
386438	DB09027	VRTWBAAJJOHBQU-KMWAZVGDSA-N
298125	DB09028	ANJTVLIZGCUXLD-DTWKUNHWSA-N
20133	DB09030	ZBGXUVOIWDMMJE-QHNZEKIYSA-N
30809	DB09031	PQLXHQMOHUQAKB-UHFFFAOYSA-N
147401	DB09034	JYTNQNCOQXFQPK-MRXNPFEDSA-N
386543	DB09038	OBWASQILIWPZMG-QZMOQZSNSA-N
165411	DB09039	FJZZPCZKBUKGGU-AUSIDOKSSA-N
387015	DB09040	NFEZZTICAUWDHU-RDTXWAMCSA-N
17827	DB09041	LFQDNHWZDQTITF-UHFFFAOYSA-N
358980	DB09042	QCGUSIANLFXSGE-GFCCVEGCSA-N
386544	DB09047	FYMHQCNFKNMJAV-HOTGVXAUSA-N
19123	DB09048	WAXQNWCZJDTGBU-UHFFFAOYSA-N
386545	DB09049	XNKCCCKFOQNXKV-ZRSCBOBOSA-N
386546	DB09050	JHFNIHVVXRKLEF-DCZLAGFPSA-N
386095	DB09053	XYFPWWZEPKGCCK-GOSISDBHSA-N
86009	DB09054	IFSDAJWBUCMOAH-HNNXBMFYSA-N
176767	DB09060	NDCUAPJVLWFHHB-UHNVWZDZSA-N
138349	DB09061	QHMBSVQNZZTUGM-ZWKOTPCHSA-N
40035	DB09063	VERWOWGGCGHDQE-UHFFFAOYSA-N
184961	DB09064	KPSRODZRAIWAKH-UHFFFAOYSA-N
371687	DB09065	ZCIGNRJZKPOIKD-CQXVEOKZSA-N
331821	DB09067	QEEJLLNYQOBRRM-KSHGRFHLSA-N
386696	DB09068	YQNWZWMKLDQSAC-UHFFFAOYSA-O
218543	DB09069	UHWVSEOVJBQKBE-UHFFFAOYSA-N
285834	DB09070	WZDGZWOAQTVYBX-XOINTXKNSA-N
386398	DB09071	PTOIAAWZLUQTIO-GXFFZTMASA-N
387016	DB09072	XYGBKMMCQDZQOZ-UHFFFAOYSA-M
310753	DB09073	AHJRHEGDXFFMBM-UHFFFAOYSA-N
283775	DB09074	FDLYAMZZIXQODN-UHFFFAOYSA-N
386697	DB09075	HGVDHZBSSITLCT-JLJPHGGASA-N
386698	DB09076	FVTWTVQXNAJTQP-UHFFFAOYSA-N
309506	DB09078	WOSKHXYHFSIKNG-UHFFFAOYSA-N
131721	DB09079	XZXHXSATPCNXJR-ZIADKAODSA-N
386399	DB09080	COUYJEVMBVSIHV-SFHVURJKSA-N
386725	DB09082	DAFYYTQWSAWIGS-DEOSSOPVSA-N
386547	DB09083	ACRHBAYQBXXRTO-OAQYLSRUSA-N
344646	DB09084	CNBGNNVCVSKAQZ-UHFFFAOYSA-N
187484	DB09085	GKCBAIGFKIBETG-UHFFFAOYSA-N
92139	DB09086	RRAFCDWBNXTKKO-UHFFFAOYSA-N
387017	DB09087	GRLPQNLYRHEGIJ-UHFFFAOYSA-J
386400	DB09089	LORDFXWUHHSAQU-UHFFFAOYSA-N
339915	DB09090	DDHUTBKXLWCZCO-UHFFFAOYSA-N
386300	DB09091	YWDBSCORAARPPF-VWUMJDOOSA-N
386732	DB09092	DSFGXPJYDCSWTA-UHFFFAOYSA-N
191509	DB09093	CYDMQBQPVICBEU-XRNKAMNCSA-N
386891	DB09095	OGPWIDANBSLJPC-RFPWEZLHSA-N
386548	DB09097	GDFGTRDCCWFXTG-ZIFCJYIRSA-N
43431	DB09101	JUZYLCPPVHEVSV-LJQANCHMSA-N
130403	DB09102	FKRSSPOQAMALKA-CUPIEXAXSA-N
386849	DB09110	ZNEWHQLOPFWXOF-UHFFFAOYSA-N
386401	DB09112	LPXPTNMVRIOKMN-UHFFFAOYSA-M
320508	DB09115	UXZFQZANDVDGMM-UHFFFAOYSA-N
386549	DB09116	MYFXBBAEXORJNB-UHFFFAOYSA-N
386726	DB09117	SQYNKIJPMDEDEG-UHFFFAOYSA-N
386850	DB09118	IBLNKMRFIPWSOY-FNORWQNLSA-N
174862	DB09119	QIALRBLEEWJACW-INIZCTEOSA-N
387018	DB09120	YKPUWZUDDOIDPM-VURMDHGXSA-N
386699	DB09123	AZFLJNIPTRTECV-FUMNGEBKSA-N
386892	DB09124	HCFSGRMEEXUOSS-JXEXPEPMSA-N
387019	DB09128	ZKIAIYBUSXZPLP-UHFFFAOYSA-N
386289	DB09129	QSWDMMVNRMROPK-UHFFFAOYSA-K
386402	DB09130	RYGMFSIKBFXOCR-UHFFFAOYSA-N
386700	DB09131	ORTQZVOHEJQUHG-UHFFFAOYSA-L
386876	DB09137	JLJSYHOPCNWUNE-NLQOEHMXSA-N
386445	DB09139	SIJNDWFHVBDXDY-NLQOEHMXSA-N
386550	DB09140	MYMOFIZGZYHOMD-UHFFFAOYSA-N
21788	DB09142	IZTQOLKUZKXIRV-YRVFCXMDSA-N
373735	DB09143	VZZJRYRQSPEMTK-CALCHBBNSA-N
386701	DB09146	FWZTTZUKDVJDCM-CEJAUHOTSA-M
386551	DB09147	CADNYOZXMIKYPR-UHFFFAOYSA-B
386877	DB09148	NCWZOASIUQVOFA-FWZJPQCDSA-N
386851	DB09149	YNDIAUKFXKEXSV-CRYLGTRXSA-N
386552	DB09151	VVECGOCJFKTUAX-HUYCHCPVSA-N
386553	DB09154	HRXKRNGNAMMEHJ-UHFFFAOYSA-K
334077	DB09158	GLNADSQYFUSGOU-GPTZEZBUSA-J
386893	DB09160	HBJYDUADMKVTGP-RCUQKECRSA-N
386403	DB09161	ZBTQTVSNLRPJHI-UHFFFAOYSA-N
386580	DB09166	VMZUTJCNQWMAGF-UHFFFAOYSA-N
386290	DB09167	PHTUQLWOUWZIMZ-GZTJUZNOSA-N
386291	DB09183	NBRBXGKOEOGLOI-UHFFFAOYSA-N
386292	DB09185	YWPHCCPCQOJSGZ-UHFFFAOYSA-N
386451	DB09195	BNRMWKUVWLKDQJ-YJBOKZPZSA-N
386404	DB09198	CHHXEZSCHQVSRE-UHFFFAOYSA-N
386737	DB09205	VRYMTAVOXVTQEF-UHFFFAOYSA-N
40070	DB09210	GMZVRMREEHBGGF-UHFFFAOYSA-N
386439	DB09211	OJZYRQPMEIEQFC-UAWLTFRCSA-N
253653	DB09212	YMBXTVYHTMGZDW-UHFFFAOYSA-N
265079	DB09213	HEFNNWSXXWATRW-JTQLQIEISA-N
212646	DB09214	DKYWVDODHFEZIM-NSHDSACASA-N
218559	DB09216	YEZNLOUZAIOMLT-UHFFFAOYSA-N
386440	DB09220	LBHIOVVIQHSOQN-UHFFFAOYSA-N
386733	DB09223	XVGOZDAJGBALKS-UHFFFAOYSA-N
24881	DB09227	VXMOONUMYLCFJD-DHLKQENFSA-N
12465	DB09231	QZVNQOLPLYWLHQ-ZEQKJWHPSA-N
113658	DB09232	KJEBULYHNRNJTE-DHZHZOJOSA-N
153844	DB09235	NSVFSAJIGAJDMR-UHFFFAOYSA-N
382902	DB09236	GKQPCPXONLDCMU-CCEZHUSRSA-N
165519	DB09238	ANEBWFXPVPTEET-UHFFFAOYSA-N
292151	DB09241	CXKWCBBOMKCUKX-UHFFFAOYSA-M
46204	DB09242	WPNJAUFVNXKLIM-UHFFFAOYSA-N
326757	DB09245	MXUNKHLAEDCYJL-UHFFFAOYSA-N
6110	DB09256	WFWLQNSHRPWKFK-UHFFFAOYSA-N
386581	DB09257	ZPLQIPFOCGIIHV-UHFFFAOYSA-N
386441	DB09262	SQKXYSGRELMAAU-UHFFFAOYSA-N
386554	DB09265	FIEORIYJJYKFHN-UDBQHKEXSA-N
386555	DB09268	UJIDKYTZIQTXPM-UHFFFAOYSA-N
48117	DB09269	WLJVXDMOQOGPHL-UHFFFAOYSA-N
386556	DB09270	ACTIUHUUMQJHFO-UPTCCGCDSA-N
386702	DB09272	QFNHIDANIVGXPE-FNZWTVRRSA-N
207733	DB09273	HWXIGFIVGWUZAO-UHFFFAOYSA-N
386727	DB09274	FIHJKUPKCHIPAT-AHIGJZGOSA-N
387020	DB09275	ZQUAVILLCXTKTF-UHFFFAOYSA-L
230077	DB09279	AMEROGPZOLAFBN-UHFFFAOYSA-N
386878	DB09280	UFSKUSARDNFIRC-UHFFFAOYSA-N
314782	DB09282	XLFWDASMENKTKL-UHFFFAOYSA-N
386879	DB09283	GSNOZLZNQMLSKJ-UHFFFAOYSA-N
386306	DB09289	JICJBGPOMZQUBB-UHFFFAOYSA-N
386880	DB09290	NTHPAPBPFQJABD-LLVKDONJSA-N
386703	DB09291	FIVSJYGQAIEMOC-ZGNKEGEESA-N
386881	DB09292	PYNXFZCZUAOOQC-UTKZUKDTSA-N
386704	DB09296	PIDFDZJZLOTZTM-KHVQSSSXSA-N
386852	DB09297	UAUIUKWPKRJZJV-MDJGTQRPSA-N
386557	DB09299	LDEKQSIMHVQZJK-CAQYMETFSA-N
386405	DB09300	YBCNXCRZPWQOBR-WVHCHWADSA-N
386582	DB09304	GVPIXRLYKVFFMK-UHFFFAOYSA-N
386406	DB09322	NWONKYPBYAMBJT-UHFFFAOYSA-L
386407	DB09323	BVGLIYRKPOITBQ-ANPZCEIESA-N
195511	DB09324	FKENQMMABCRJMK-RITPCOANSA-N
386408	DB09325	PUZPDOWCWNUUKD-UHFFFAOYSA-M
386882	DB09326	QGZKDVFQNNGYKY-BJUDXGSMSA-N
303852	DB09330	DUYJMQONPNNFPI-UHFFFAOYSA-N
187127	DB09343	QQHMKNYGKVVGCZ-UHFFFAOYSA-N
201875	DB09345	DQKXQSGTHWVTAD-UHFFFAOYSA-N
386583	DB09351	NWIUTZDMDHAVTP-KRWDZBQOSA-N
275990	DB09352	GIKNHHRFLCDOEU-UHFFFAOYSA-N
386584	DB09357	SNPLKNRPJHDVJA-ZETCQYMHSA-N
46555	DB09374	MOFVSTNWEDAEEK-UHFFFAOYSA-M
386734	DB09383	PIDANAQULIKBQS-RNUIGHNZSA-N
386705	DB09389	WWYNJERNGUHSAO-UHFFFAOYSA-N
127971	DB09394	NBIIXXVUZAFLBC-UHFFFAOYSA-N
387021	DB09395	VMHLLURERBWHNL-UHFFFAOYSA-M
386293	DB09396	GBKONKCASNNUQD-VGHSCWAPSA-N
386735	DB09401	KLDXJTOLSGUMSJ-JGWLITMVSA-N
386585	DB09409	XKPKPGCRSHFTKM-UHFFFAOYSA-L
11210	DB09413	GNSKLFRGEWLPPA-UHFFFAOYSA-M
386294	DB09414	ZPWVASYFFYYZEW-UHFFFAOYSA-L
325404	DB09421	XNSAINXGIQZQOO-SRVKXCTJSA-N
387022	DB09449	AJPJDKMHJJGVTQ-UHFFFAOYSA-M
386883	DB09459	FEWJPZIEWOKRBE-JCYAYHJZSA-N
386295	DB09460	CDBYLPFSWZWCQE-UHFFFAOYSA-L
386853	DB09462	PEDCQBHIVMGVHV-UHFFFAOYSA-N
386442	DB09472	PMZURENOXWZQFD-UHFFFAOYSA-L
236465	DB09477	LZFZMUMEGBBDTC-QEJZJMRPSA-N
386854	DB09479	FGDZQCVHDSGLHJ-RYDPDVNUSA-M
386409	DB09481	ZLNQQNXFFQJAID-UHFFFAOYSA-L
176645	DB09488	PWACSDKDOHSSQD-IUTFFREVSA-N
386410	DB09498	AHBGXTDRMVNFER-UHFFFAOYSA-L
386706	DB09499	DHCDFWKWKRSZHF-UHFFFAOYSA-N
386855	DB09502	AOYNUTHNTBLRMT-MXWOLSILSA-N
386884	DB09510	XSQUKJJJFZCRTK-OUBTZVSYSA-N
386885	DB09513	XSQUKJJJFZCRTK-NJFSPNSNSA-N
386707	DB09517	MQBDAEHWGRMADS-XNHLMZCASA-M
195724	DB09526	QIGBRXMKCJKVMJ-UHFFFAOYSA-N
386708	DB09536	GWEVSGVZZGPLCZ-UHFFFAOYSA-N
9514	DB09543	OSWPMRLSEDHDFF-UHFFFAOYSA-N
387023	DB09546	XNACDNPGABUBFR-FKNPGSCZSA-N
386886	DB09552	IOYZYMQFUSNATM-UHFFFAOYSA-N
386586	DB09555	DBAKFASWICGISY-DASCVMRKSA-N
131883	DB09570	MXAYKZJJDUDWDS-LBPRGKRZSA-N
386296	DB09571	MYWUZJCMWCOHBA-SECBINFHSA-N
386887	DB11071	ZQBAKBUEJOMQEX-UHFFFAOYSA-N
386856	DB11081	VSCWAEJMTAWNJL-UHFFFAOYSA-K
315334	DB11085	GHMLBKRAJCXXBS-UHFFFAOYSA-N
216742	DB11092	ANOBYBYXJXCGBS-UHFFFAOYSA-L
386888	DB11093	FNAQSUUGMSOBHW-UHFFFAOYSA-H
233678	DB11102	CAHKINHBCWCHCF-JTQLQIEISA-N
99829	DB11121	OSDLLIBGSJNGJE-UHFFFAOYSA-N
386709	DB11132	ZMBYZFXRKKDSCM-UHFFFAOYSA-N
387024	DB11135	BUGBHKTXTAQXES-UHFFFAOYSA-N
386558	DB11136	VYZAMTAEIAYCRO-UHFFFAOYSA-N
314401	DB11145	MCJGNVYPOGVAJF-UHFFFAOYSA-N
31029	DB11148	IUWVALYLNVXWKX-UHFFFAOYSA-N
260983	DB11155	ICUTUKXCWQYESQ-UHFFFAOYSA-N
386857	DB11156	YSAUAVHXTIETRK-AATRIKPKSA-N
254803	DB11157	NUZWLKWWNNJHPT-UHFFFAOYSA-N
7433	DB11186	CFJMRBQWBDQYMK-UHFFFAOYSA-N
19010	DB11217	BJRNKVDFDLYUGJ-RMPHRYRLSA-N
386559	DB11219	HEOCBCNFKCOKBX-RELGSGGGSA-N
315255	DB11254	WFJIVOKAWHGMBH-UHFFFAOYSA-N
386560	DB11256	ZNOVTXRBGFNYRX-STQMWFEESA-N
237301	DB11259	MBNGWHIJMBWFHU-UHFFFAOYSA-N
219294	DB11263	HSTZMXCBWJGKHG-CUYWLFDKSA-N
159066	DB11268	IBGBGRVKPALMCQ-UHFFFAOYSA-N
273557	DB11279	NNBFNNNWANBMTI-UHFFFAOYSA-M
363449	DB11315	LZCOQTDXKCNBEE-IKIFYQGPSA-N
176021	DB11336	QANMHLXAZMSUEX-UHFFFAOYSA-N
386858	DB11348	QORWJWZARLRLPR-UHFFFAOYSA-H
263443	DB11359	LHGVFZTZFXWLCP-UHFFFAOYSA-N
386710	DB11362	QXWZQTURMXZVHJ-UHFFFAOYSA-N
230004	DB11363	KDGFLJKFZUIJMX-UHFFFAOYSA-N
386859	DB11560	FGQFOYHRJSUHMR-UHFFFAOYSA-N
386728	DB11574	BVAZQCUMNICBAQ-PZHYSIFUSA-N
386889	DB11575	OBMNJSNZOWALQB-NCQNOWPTSA-N
386452	DB11577	CFZXDJWFRVEWSR-BUHFOSPRSA-N
386860	DB11581	LQBVNQSMGBZMKD-UHFFFAOYSA-N
386890	DB11582	LEQAKWQJCITZNK-AXHKHJLKSA-N
386411	DB11586	XRWSZZJLZRKHHD-WVWIJVSJSA-N
361170	DB11590	RTKIYNMVFMVABJ-UHFFFAOYSA-L
386412	DB11591	ACCMWZWAEFYUGZ-UHFFFAOYSA-N
386413	DB11596	VVIAGPKUTFNRDU-STQMWFEESA-N
12623	DB11611	JFOZKMSJYSPYLN-QHCPKHFHSA-N
386711	DB11613	FHCUMDQMBHQXKK-CDIODLITSA-N
249084	DB11614	WUZYKBABMWJHDL-UHFFFAOYSA-N
264848	DB11629	NXFFJDQHYLNEJK-CYBMUJFWSA-N
386894	DB11638	BJDCWCLMFKKGEE-HVDUHBCDSA-N
185968	DB11642	NNACHAUCXXVJSP-UHFFFAOYSA-N
386587	DB11660	LOVMMUBRQUFEAH-UIEAZXIASA-N
309231	DB11672	VFLDPWHFBUODDF-FCXRPNKRSA-N
386561	DB11691	AXQACEQYCPKDMV-RZAWKFBISA-N
147880	DB11699	ZNRGQMMCGHDTEI-ITGUQSILSA-N
386297	DB11703	WDENQIQQYWYTPO-IBGZPJMESA-N
180563	DB11730	RHXHGRAEPCAFML-UHFFFAOYSA-N
244831	DB11737	QQLKULDARVNMAL-UHFFFAOYSA-N
387025	DB11738	CQXADFVORZEARL-UHFFFAOYSA-N
108267	DB11742	MJJALKDDGIKVBE-UHFFFAOYSA-N
79505	DB11793	PCHKPVIQAHNQLW-CQSZACIVSA-N
386562	DB11799	SOLUWJRYJLAZCX-LYOVBCGYSA-N
134182	DB11815	NTNWOCRCBQPEKQ-YFKPBYRVSA-N
337137	DB11817	XUZMWHLSFXCVMG-UHFFFAOYSA-N
192978	DB11827	MCIACXAZCBVDEE-CUUWFGFTSA-N
97805	DB11828	JWNPDZNEKVCWMY-VQHVLOKHSA-N
291348	DB11842	CZGUSIXMZVURDU-JZXHSEFVSA-N
386729	DB11915	GEJDGVNQKABXKG-CFKGEZKQSA-N
386588	DB11921	FBHSPRKOSMHSIF-GRMWVWQJSA-N
386730	DB11943	DYDCPNMLZGFQTM-UHFFFAOYSA-N
385642	DB11989	CULUWZNBISUWAS-UHFFFAOYSA-N
56373	DB11994	TYNLGDBUJLVSMA-UHFFFAOYSA-N
386414	DB12001	UZWDCWONPYILKI-UHFFFAOYSA-N
386415	DB12026	MZBLZLWXUBZHSL-FZNJKFJKSA-N
386712	DB12070	FWYSMLBETOMXAG-QHCPKHFHSA-N
387026	DB12095	MDSQOJYHHZBZKA-GBXCKJPGSA-N
279729	DB12107	IOOWNWLVCOUUEX-WPRPVWTQSA-N
386592	DB12161	MKJIEFSOBYUXJB-WEZHFFAMSA-N
184156	DB12243	QELUYTUMUWHWMC-UHFFFAOYSA-N
386563	DB12267	AILRADAXUVEEIR-UHFFFAOYSA-N
81719	DB12278	QPCVHQBVMYCJOM-UHFFFAOYSA-N
179021	DB12328	DHZBEENLJMYSHQ-XCVPVQRUSA-N
314088	DB12332	HMABYWSNWIZPAG-UHFFFAOYSA-N
71344	DB12364	XHOLNRLADUSQLD-UHFFFAOYSA-N
386564	DB12483	PZBCKZWLPGJMAO-UHFFFAOYSA-N
190015	DB12532	FTLDJPRFCGDUFH-UHFFFAOYSA-N
337839	DB12598	MQQNFDZXWVTQEH-UHFFFAOYSA-N
151651	DB12728	MGNFYQILYYYUBS-UHFFFAOYSA-N
58785	DB12834	KPQZUUQMTUIKBP-UHFFFAOYSA-N
386589	DB12865	ANIAZGVDEUQPRI-ZJQCGQFWSA-N
386713	DB12924	XPIJWUTXQAGSLK-UHFFFAOYSA-N
361603	DB12945	VQKLRVZQQYVIJW-UHFFFAOYSA-N
298627	DB13025	JTVPZMFULRWINT-UHFFFAOYSA-N
345360	DB13063	KTEXNACQROZXEV-SLXBATTESA-N
188090	DB13074	UJVDJAPJQWZRFR-DHIUTWEWSA-N
386590	DB13092	GGQJXCQBBONZFX-IWVLMIASSA-N
114877	DB13114	ZPMKQFOGINQDAM-UHFFFAOYSA-N
203163	DB13136	NASXCEITKQITLD-UHFFFAOYSA-N
386416	DB13139	NDAUXUAQIAJITI-LBPRGKRZSA-N
386591	DB13146	NTEDWGYJNHZKQW-DGMDOPGDSA-N
296022	DB13153	RGZSQWQPBWRIAQ-CABCVRRESA-N
386298	DB13154	WXNZTHHGJRFXKQ-UHFFFAOYSA-N
201470	DB13155	XHCADAYNFIFUHF-TVKJYDDYSA-N
386565	DB13158	XXIFVOHLGBURIG-OZCCCYNHSA-N
386443	DB13164	FDMQDKQUTRLUBU-UHFFFAOYSA-N
115350	DB13165	QSKQVZWVLOIIEV-NSHDSACASA-N
386444	DB13167	ARHWPKZXBHOEEE-UHFFFAOYSA-N
386714	DB13170	NSPHQWLKCGGCQR-DLJDZFDSSA-N
232280	DB13179	LQCLVBQBTUVCEQ-QTFUVMRISA-N
67815	DB13346	MXJWRABVEGLYDG-UHFFFAOYSA-N
93406	DB13421	XACKNLSZYYIACO-DJLDLDEBSA-N
386861	DB13615	NGIYLSFJGRLEMI-MHTUOZSYSA-M
2269	DB13783	FSQKKOOTNAMONP-UHFFFAOYSA-N
386299	DB13872	FJIKWRGCXUCUIG-UHFFFAOYSA-N
216964	DB13873	MQOBSOSZFYZQOK-UHFFFAOYSA-N
387027	DB13874	DYLUUSLLRIQKOE-UHFFFAOYSA-N
386566	DB13878	VJYSBPDEJWLKKJ-NLIMODCCSA-N
386567	DB13879	MLSQGNCUYAMAHD-ITNVBOSISA-N
386301	DB13925	XBJPSVQFCQFGDC-UZOALHFESA-K
349566	DB13928	DLSWIYLPEUIQAV-CCUURXOWSA-N
386731	DB13931	OURRXQUGYQRVML-AREMUKBSSA-N
386417	DB13941	UCRHFBCYFMIWHC-UHFFFAOYSA-N
386568	DB13943	HPFVBGJFAYZEBE-ZLQWOROUSA-N
386418	DB13944	VOCBWIIFXDYGNZ-IXKNJLPQSA-N
387028	DB13946	UDSFVOAUHKGBEK-CNQKSJKFSA-N
386302	DB13952	FHXBMXJMKMWVRG-SLHNCBLASA-N
133827	DB13953	UYIFTLBWAOGQBI-BZDYCCQFSA-N
386739	DB13954	UOACKFBJUYNSLK-XRKIENNPSA-N
386740	DB13955	OVAHZPTYWMWNKO-CAHAWPIUSA-N
386446	DB13956	RSEPBGGWRJCQGY-RBRWEJTLSA-N
386715	DB13985	MXDPZUIOZWKRAA-UZOALHFESA-K
