Index	DBID	InChIKey
386496	DB00946	DQDAYGNAKTZFIW-UHFFFAOYSA-N
386497	DB00947	VWUXBMIQPBEWFH-LQKBAPIOSA-N
386638	DB00948	YPBATNHYBCGSSN-VWPFQQQWSA-N
143850	DB00949	WKGXYQFOCVYPAC-UHFFFAOYSA-N
23112	DB00950	RWTNPBWLLIMQHL-UHFFFAOYSA-N
270166	DB00951	QRXWMOHMRWLFEY-UHFFFAOYSA-N
386354	DB00952	AMKVXSZCKVJAGH-UHFFFAOYSA-N
122878	DB00953	ULFRLSNUDGIQQP-UHFFFAOYSA-N
223529	DB00954	WLOHNSSYAXHWNR-DWIOZXRMSA-N
285240	DB00955	CIDUJQMULVCIBT-MQDUPKMGSA-N
386790	DB00956	LLPOLZWFYMWNKH-CMKMFDCUSA-N
386498	DB00957	KIQQMECNKUGGKA-NMYWJIRASA-N
386355	DB00958	OLESAACUTLOWQZ-UHFFFAOYSA-L
349004	DB00959	VHRSUDSXCMQTMA-PJHHCJLFSA-N
195136	DB00960	JZQKKSLKJUAGIC-UHFFFAOYSA-N
236367	DB00961	INWLQCZOYSRPNW-UHFFFAOYSA-N
69318	DB00962	HUNXMJYCHXQEGX-UHFFFAOYSA-N
146021	DB00963	ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
386791	DB00964	IEJXVRYNEISIKR-UHFFFAOYSA-N
210855	DB00966	RMMXLENWKUUMAY-UHFFFAOYSA-N
286788	DB00967	JAUOIFJMECXRGI-UHFFFAOYSA-N
235026	DB00968	CJCSPKMFHVPWAR-JTQLQIEISA-N
92145	DB00969	JSWZEAMFRNKZNL-UHFFFAOYSA-N
373799	DB00970	RJURFGZVJUQBHK-IIXSONLDSA-N
100887	DB00972	MBUVEWMHONZEQD-UHFFFAOYSA-N
386356	DB00973	OLNTVTPDXPETLC-XPWALMASSA-N
32499	DB00974	KCXVZYZYPLLWCC-UHFFFAOYSA-N
210601	DB00975	IZEKFCXSFNUWAM-UHFFFAOYSA-N
55711	DB00976	LJVAJPDWBABPEJ-PNUFFHFMSA-N
203012	DB00977	BFPYWIDHMRZLRN-SLHNCBLASA-N
385883	DB00978	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
386499	DB00979	SKYSRIRYMSLOIN-UHFFFAOYSA-N
386639	DB00980	YLXDSYKOBKBWJQ-LBPRGKRZSA-N
277056	DB00981	PIJVFDBKTWXHHD-HIFRSBDPSA-N
183411	DB00982	SHGAZHPCJJPHSC-XFYACQKRSA-N
148513	DB00983	BPZSYCZIITTYBL-UHFFFAOYSA-N
386640	DB00984	UBWXUGDQUBIEIZ-QNTYDACNSA-N
386641	DB00985	DKHVTDUUNTVKOW-UHFFFAOYSA-N
386792	DB00986	ANGKOCUUWGHLCE-HKUYNNGSSA-N
255498	DB00987	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
202155	DB00988	VYFYYTLLBUKUHU-UHFFFAOYSA-N
61853	DB00989	XSVMFMHYUFZWBK-NSHDSACASA-N
29698	DB00990	BFYIZQONLCFLEV-DAELLWKTSA-N
42264	DB00991	OFPXSFXSNFPTHF-UHFFFAOYSA-N
386500	DB00992	YUUAYBAIHCDHHD-UHFFFAOYSA-N
273514	DB00993	LMEKQMALGUDUQG-UHFFFAOYSA-N
386642	DB00995	AUJRCFUBUPVWSZ-XTZHGVARSA-M
337348	DB00996	UGJMXCAKCUNAIE-UHFFFAOYSA-N
336706	DB00997	AOJJSUZBOXZQNB-TZSSRYMLSA-N
386357	DB00998	XPSQPHWEGNHMSK-SECBINFHSA-N
69038	DB00999	JZUFKLXOESDKRF-UHFFFAOYSA-N
97557	DB01000	HGBLNBBNRORJKI-WCABBAIRSA-N
93493	DB01001	NDAUXUAQIAJITI-UHFFFAOYSA-N
145185	DB01002	LEBVLXFERQHONN-INIZCTEOSA-N
140699	DB01003	IMZMKUWMOSJXDT-UHFFFAOYSA-N
289919	DB01004	IRSCQMHQWWYFCW-UHFFFAOYSA-N
283485	DB01005	VSNHCAURESNICA-UHFFFAOYSA-N
368219	DB01006	HPJKCIUCZWXJDR-UHFFFAOYSA-N
339689	DB01007	QXHHHPZILQDDPS-UHFFFAOYSA-N
325795	DB01008	COVZYZSDYWQREU-UHFFFAOYSA-N
155373	DB01009	DKYWVDODHFEZIM-UHFFFAOYSA-N
386358	DB01010	VWLHWLSRQJQWRG-UHFFFAOYSA-O
251589	DB01011	FJLBFSROUSIWMA-UHFFFAOYSA-N
386501	DB01012	VDHAWDNDOKGFTD-MRXNPFEDSA-N
153511	DB01013	CBGUOGMQLZIXBE-XGQKBEPLSA-N
254231	DB01014	IPOKCKJONYRRHP-FMQUCBEESA-N
382754	DB01015	JLKIGFTWXXRPMT-UHFFFAOYSA-N
344387	DB01016	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
107822	DB01017	DYKFCLLONBREIL-KVUCHLLUSA-N
291517	DB01018	INJOMKTZOLKMBF-UHFFFAOYSA-N
386502	DB01019	NZUPCNDJBJXXRF-UHFFFAOYSA-O
282183	DB01020	YWXYYJSYQOXTPL-SLPGGIOYSA-N
79378	DB01021	LMJSLTNSBFUCMU-UHFFFAOYSA-N
386793	DB01022	MBWXNTAXLNYFJB-NKFFZRIASA-N
222972	DB01023	RZTAMFZIAATZDJ-UHFFFAOYSA-N
286016	DB01024	HPNSFSBZBAHARI-RUDMXATFSA-N
386359	DB01025	SGRYPYWGNKJSDL-UHFFFAOYSA-N
386503	DB01026	XMAYWYJOQHXEEK-UHFFFAOYSA-N
386958	DB01028	RFKMCNOHBTXSMU-UHFFFAOYSA-N
1236	DB01029	YOSHYTLCDANDAN-UHFFFAOYSA-N
74774	DB01030	UCFGDBYHRUNTLO-QHCPKHFHSA-N
386360	DB01031	GXRZIMHKGDIBEW-UHFFFAOYSA-N
121978	DB01032	DBABZHXKTCFAPX-UHFFFAOYSA-N
149128	DB01033	GLVAUDGFNGKCSF-UHFFFAOYSA-N
259992	DB01034	GVEZIHKRYBHEFX-NQQPLRFYSA-N
29363	DB01035	REQCZEXYDRLIBE-UHFFFAOYSA-N
112289	DB01036	OOGJQPCLVADCPB-HXUWFJFHSA-N
207639	DB01037	MEZLKOACVSPNER-GFCCVEGCSA-N
180648	DB01039	YMTINGFKWWXKFG-UHFFFAOYSA-N
68049	DB01041	UEJJHQNACJXSKW-UHFFFAOYSA-N
190419	DB01042	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
31615	DB01043	BUGYDGFZZOZRHP-UHFFFAOYSA-N
212047	DB01044	XUBOMFCQGDBHNK-UHFFFAOYSA-N
107366	DB01045	JQXXHWHPUNPDRT-WLSIYKJHSA-N
386959	DB01046	WGFOBBZOWHGYQH-MXHNKVEKSA-N
168954	DB01047	WJOHZNCJWYWUJD-IUGZLZTKSA-N
118508	DB01048	MCGSCOLBFJQGHM-SCZZXKLOSA-N
240251	DB01050	HEFNNWSXXWATRW-UHFFFAOYSA-N
342523	DB01051	YJQPYGGHQPGBLI-KGSXXDOSSA-N
215430	DB01053	JGSARLDLIJGVTE-MBNYWOFBSA-N
317893	DB01054	PVHUJELLJLJGLN-UHFFFAOYSA-N
272068	DB01055	WZNJWVWKTVETCG-YFKPBYRVSA-N
95018	DB01056	BUJAGSGYPOAWEI-UHFFFAOYSA-N
386361	DB01057	BJOLKYGKSZKIGU-UHFFFAOYSA-N
177914	DB01058	FSVJFNAIGNNGKK-UHFFFAOYSA-N
175639	DB01059	OGJPXUAPXNRGGI-UHFFFAOYSA-N
46299	DB01060	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
53367	DB01061	JTWOMNBEOCYFNV-NFFDBFGFSA-N
170098	DB01062	XIQVNETUBQGFHX-UHFFFAOYSA-N
386362	DB01063	WNTYBHLDCKXEOT-UHFFFAOYSA-N
197078	DB01064	JWZZKOKVBUJMES-UHFFFAOYSA-N
331777	DB01065	DRLFMBDRBRZALE-UHFFFAOYSA-N
386504	DB01066	KMIPKYQIOVAHOP-YLGJWRNMSA-N
150152	DB01067	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
2656	DB01068	DGBIGWXXNGSACT-UHFFFAOYSA-N
379781	DB01069	PWWVAXIEGOYWEE-UHFFFAOYSA-N
386363	DB01070	ILYCWAKSDCYMBB-OPCMSESCSA-N
386960	DB01071	HOKDBMAJZXIPGC-UHFFFAOYSA-N
84422	DB01072	AXRYRYVKAWYZBR-GASGPIRDSA-N
179251	DB01073	HBUBKKRHXORPQB-FJFJXFQQSA-N
198802	DB01074	CYXKNKQEMFBLER-UHFFFAOYSA-N
212039	DB01075	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
128291	DB01076	XUKUURHRXDUEBC-KAYWLYCHSA-N
348229	DB01077	DBVJJBKOTRCVKF-UHFFFAOYSA-N
386794	DB01078	OBATZBGFDSVCJD-LALPQLPRSA-N
386961	DB01079	IKBKZGMPCYNSLU-RGVLZGJSSA-N
124322	DB01080	PJDFLNIOAUIZSL-UHFFFAOYSA-N
100246	DB01081	HYPPXZBJBPSRLK-UHFFFAOYSA-N
275148	DB01082	UCSJYZPVAKXKNQ-HZYVHMACSA-N
113825	DB01083	AHLBNYSZXLDEJQ-FWEHEUNISA-N
235847	DB01084	KBUZBQVCBVDWKX-UHFFFAOYSA-N
224171	DB01085	QCHFTSOMWOSFHM-WPRPVWTQSA-N
331414	DB01086	BLFLLBZGZJTVJG-UHFFFAOYSA-N
380075	DB01087	INDBQLZJXZLFIT-UHFFFAOYSA-N
349912	DB01088	HIFJCPQKFCZDDL-ACWOEMLNSA-N
249972	DB01089	CVBMAZKKCSYWQR-WCGOZPBSSA-N
386364	DB01090	XSBSKEQEUFOSDD-UHFFFAOYSA-N
267273	DB01091	ABJKWBDEJIDSJZ-UHFFFAOYSA-N
242741	DB01092	LPMXVESGRSUGHW-HBYQJFLCSA-N
222987	DB01093	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
123307	DB01094	AIONOLUJZLIMTK-AWEZNQCLSA-N
386365	DB01095	FJLGEFLZQAZZCD-JUFISIKESA-N
386962	DB01096	XCGYUJZMCCFSRP-UHFFFAOYSA-N
333333	DB01097	VHOGYURTWQBHIL-UHFFFAOYSA-N
315402	DB01098	BPRHUIZQVSMCRT-VEUZHWNKSA-N
336074	DB01099	XRECTZIEBJDKEO-UHFFFAOYSA-N
114689	DB01100	YVUQSNJEYSNKRX-UHFFFAOYSA-N
386505	DB01101	GAGWJHPBXLXJQN-UORFTKCHSA-N
386643	DB01102	IIRWWTKISYTTBL-SFHVURJKSA-N
29134	DB01103	GPKJTRJOBQGKQK-UHFFFAOYSA-N
81306	DB01104	VGKDLMBJGBXTGI-SJCJKPOMSA-N
111580	DB01105	UNAANXDKBXWMLN-UHFFFAOYSA-N
386506	DB01106	ZCGOMHNNNFPNMX-KYTRFIICSA-N
386795	DB01107	SIDLZWOQUZRBRU-UHFFFAOYSA-N
386507	DB01108	KVJXBPDAXMEYOA-CXANFOAXSA-N
237837	DB01110	BYBLEWFAAKGYCD-UHFFFAOYSA-N
6273	DB01112	JFPVXVDWJQMJEE-IZRZKJBUSA-N
239649	DB01113	XQYZDYMELSJDRZ-UHFFFAOYSA-N
290533	DB01114	SOYKEARSMXGVTM-UHFFFAOYSA-N
258190	DB01115	HYIMSNHJOBLJNT-UHFFFAOYSA-N
271855	DB01116	CHQOEHPMXSHGCL-UHFFFAOYSA-N
340058	DB01117	KUCQYCKVKVOKAY-CTYIDZIISA-N
216881	DB01118	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
57929	DB01119	GDLBFKVLRPITMI-UHFFFAOYSA-N
196106	DB01120	BOVGTQGAOIONJV-UHFFFAOYSA-N
3001	DB01121	XPFRXWCVYUEORT-UHFFFAOYSA-N
16213	DB01122	OMHBPUNFVFNHJK-UHFFFAOYSA-P
386644	DB01123	WDVSHHCDHLJJJR-UHFFFAOYSA-N
308656	DB01124	JLRGJRBPOGGCBT-UHFFFAOYSA-N
211180	DB01125	XRCFXMGQEVUZFC-UHFFFAOYSA-N
364059	DB01126	JWJOTENAMICLJG-QWBYCMEYSA-N
229854	DB01127	LEZWWPYKPKIXLL-UHFFFAOYSA-N
385457	DB01128	LKJPYSCBVHEWIU-UHFFFAOYSA-N
268974	DB01129	YREYEVIYCVEVJK-UHFFFAOYSA-N
386508	DB01130	FNPXMHRZILFCKX-KAJVQRHHSA-N
386645	DB01131	SSOLNOMRVKKSON-UHFFFAOYSA-N
270973	DB01132	HYAFETHFCAUJAY-UHFFFAOYSA-N
131319	DB01133	DKJJVAGXPKPDRL-UHFFFAOYSA-N
386509	DB01135	APADFLLAXHIMFU-LGIHQUBZSA-L
150189	DB01136	OGHNVEJMJSYVRP-UHFFFAOYSA-N
306475	DB01137	GSDSWSVVBLHKDQ-JTQLQIEISA-N
375736	DB01138	MBGGBVCUIVRRBF-UHFFFAOYSA-N
386510	DB01139	UQLLWWBDSUHNEB-CZUORRHYSA-N
196834	DB01140	BOEGTKLJZSQCCD-UEKVPHQBSA-N
98651	DB01141	PIEUQSKUWLMALL-YABMTYFHSA-N
345524	DB01142	ODQWQRRAPPTVAG-BOPFTXTBSA-N
263406	DB01143	JKOQGQFVAUAYPM-UHFFFAOYSA-N
309347	DB01144	GJQPMPFPNINLKP-UHFFFAOYSA-N
386646	DB01145	NEDPPCHNEOMTJV-UHFFFAOYSA-N
253348	DB01146	OWQUZNMMYNAXSL-UHFFFAOYSA-N
57212	DB01147	LQOLIRLGBULYKD-JKIFEVAISA-N
247493	DB01148	SPIUTQOUKAMGCX-UHFFFAOYSA-N
255382	DB01149	VRBKIVRKKCLPHA-UHFFFAOYSA-N
386963	DB01150	WDLWHQDACQUCJR-ZAMMOSSLSA-N
260604	DB01151	HCYAFALTSJYZDH-UHFFFAOYSA-N
145186	DB01153	JLGKQTAYUIMGRK-UHFFFAOYSA-N
386964	DB01154	XLOMZPUITCYLMJ-UHFFFAOYSA-N
246015	DB01155	ZRCVYEYHRGVLOC-HYARGMPZSA-N
257421	DB01156	SNPPWIUOZRMYNY-UHFFFAOYSA-N
106351	DB01157	NOYPYLRCIDNJJB-UHFFFAOYSA-N
386366	DB01158	AAQOQKQBGPPFNS-UHFFFAOYSA-N
237048	DB01159	BCQZXOMGPXTTIC-UHFFFAOYSA-N
342643	DB01160	IYGXEHDCSOYNKY-RZHHZEQLSA-N
386647	DB01161	VDANGULDQQJODZ-UHFFFAOYSA-N
83307	DB01162	VCKUSRYTPJJLNI-UHFFFAOYSA-N
386648	DB01164	UXVMQQNJUSDDNG-UHFFFAOYSA-L
248520	DB01165	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
7163	DB01166	RRGUKTPIGVIEKM-UHFFFAOYSA-N
220876	DB01167	VHVPQPYKVGDNFY-ZPGVKDDISA-N
356741	DB01168	CPTBDICYNRMXFX-UHFFFAOYSA-N
386649	DB01169	IKWTVSLWAPBBKU-UHFFFAOYSA-N
163038	DB01170	ACGDKVXYNVEAGU-UHFFFAOYSA-N
200863	DB01171	YHXISWVBGDMDLQ-UHFFFAOYSA-N
39044	DB01172	SBUJHOSQTJFQJX-NOAMYHISSA-N
386084	DB01173	QVYRGXJJSLMXQH-UHFFFAOYSA-N
293083	DB01174	DDBREPKUVSBGFI-UHFFFAOYSA-N
36858	DB01175	WSEQXVZVJXJVFP-FQEVSTJZSA-N
166266	DB01176	UVKZSORBKUEBAZ-UHFFFAOYSA-N
198560	DB01177	XDXDZDZNSLXDNA-TZNDIEGXSA-N
386796	DB01178	WEQAYVWKMWHEJO-UHFFFAOYSA-N
212980	DB01179	YJGVMLPVUAXIQN-XVVDYKMHSA-N
386511	DB01180	SZLZWPPUNLXJEA-QEGASFHISA-N
32438	DB01181	HOMGKSMUEGBAAB-UHFFFAOYSA-N
291193	DB01182	JWHAUXFOSRPERK-UHFFFAOYSA-N
122674	DB01183	UZHSEJADLWPNLE-GRGSLBFTSA-N
54375	DB01184	FGXWKSZFVQUSTL-UHFFFAOYSA-N
174236	DB01185	YLRFCQOZQXIBAB-RBZZARIASA-N
274575	DB01186	YEHCICAEULNIGD-MZMPZRCHSA-N
125073	DB01188	SCKYRAXSEDYPSA-UHFFFAOYSA-N
386367	DB01189	DPYMFVXJLLWWEU-UHFFFAOYSA-N
231288	DB01190	KDLRVYVGXIQJDK-AWPVFWJPSA-N
105289	DB01191	DBGIVFWFUFKIQN-VIFPVBQESA-N
315355	DB01192	UQCNKQCJZOAFTQ-ISWURRPUSA-N
29366	DB01193	GOEMGAFJFRBGGG-UHFFFAOYSA-N
291436	DB01194	HCRKCZRJWPKOAR-JTQLQIEISA-N
260863	DB01195	DJBNUMBKLMJRSA-UHFFFAOYSA-N
302934	DB01196	FRPJXPJMRWBBIH-RBRWEJTLSA-N
130690	DB01197	FAKRSMQSSFJEIM-RQJHMYQMSA-N
386797	DB01198	GBBSUAFBMRNDJC-UHFFFAOYSA-N
283342	DB01199	JFJZZMVDLULRGK-URLMMPGGSA-O
257007	DB01200	OZVBMTJYIDMWIL-AYFBDAFISA-N
167364	DB01201	WDZCUPBHRAEYDL-GZAUEHORSA-N
361569	DB01202	HPHUVLMMVZITSG-LURJTMIESA-N
349000	DB01203	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
57767	DB01204	KKZJGLLVHKMTCM-UHFFFAOYSA-N
216324	DB01205	OFBIFZUFASYYRE-UHFFFAOYSA-N
132780	DB01206	GQYIWUVLTXOXAJ-UHFFFAOYSA-N
87039	DB01207	GLLPUTYLZIKEGF-HAVVHWLPSA-N
341678	DB01208	DZZWHBIBMUVIIW-DTORHVGOSA-N
386965	DB01209	VTMVHDZWSFQSQP-VBNZEHGJSA-N
141317	DB01210	IXHBTMCLRNMKHZ-LBPRGKRZSA-N
90899	DB01211	AGOYDEPGAOXOCK-KCBOHYOISA-N
39174	DB01212	VAAUVRVFOQPIGI-SPQHTLEESA-N
149301	DB01213	RIKMMFOAQPJVMX-UHFFFAOYSA-N
386368	DB01214	BQIPXWYNLPYNHW-UHFFFAOYSA-N
386966	DB01215	CDCHDCWJMGXXRH-UHFFFAOYSA-N
114472	DB01216	DBEPLOCGEIEOCV-WSBQPABSSA-N
91429	DB01217	YBBLVLTVTVSKRW-UHFFFAOYSA-N
297303	DB01218	FOHHNHSLJDZUGQ-UHFFFAOYSA-N
386650	DB01219	OZOMQRBLCMDCEG-VIZOYTHASA-N
386369	DB01220	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
128915	DB01221	YQEZLKZALYSWHR-UHFFFAOYSA-N
246291	DB01222	VOVIALXJUBGFJZ-KWVAZRHASA-N
3028	DB01223	FQPFAHBPWDRTLU-UHFFFAOYSA-N
56325	DB01224	URKOMYMAXPYINW-UHFFFAOYSA-N
386798	DB01226	ILVYCEVXHALBSC-OTBYEXOQSA-N
19021	DB01227	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
386967	DB01228	PJWPNDMDCLXCOM-UHFFFAOYSA-N
43087	DB01229	RCINICONZNJXQF-MZXODVADSA-N
374945	DB01231	OGAKLTJNUQRZJU-UHFFFAOYSA-N
85001	DB01232	QWAXKHKRTORLEM-UGJKXSETSA-N
122697	DB01233	TTWJBBZEZQICBI-UHFFFAOYSA-N
289921	DB01234	UREBDLICKHMUKA-CXSFZGCWSA-N
320347	DB01235	WTDRDQBEARUVNC-LURJTMIESA-N
386968	DB01236	DFEYYRMXOJXZRJ-UHFFFAOYSA-N
386512	DB01237	NUNIWXHYABYXKF-UHFFFAOYSA-N
335965	DB01238	CEUORZQYGODEFX-UHFFFAOYSA-N
386370	DB01239	WSPOMRSOLSGNFJ-VGOFMYFVSA-N
386969	DB01240	KAQKFAOMNZTLHT-OZUDYXHBSA-N
263145	DB01241	HEMJJKBWTPKOJG-UHFFFAOYSA-N
191777	DB01242	GDLIGKIOYRNHDA-UHFFFAOYSA-N
200030	DB01243	WDFKMLRRRCGAKS-UHFFFAOYSA-N
320351	DB01244	UIEATEWHFDRYRU-UHFFFAOYSA-N
146570	DB01245	MTCUAOILFDZKCO-UHFFFAOYSA-N
125972	DB01246	ZZHLYYDVIOPZBE-UHFFFAOYSA-N
386371	DB01247	XKFPYPQQHFEXRZ-UHFFFAOYSA-N
386513	DB01248	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
386514	DB01250	QQBDLJCYGRGAKP-FOCLMDBBSA-N
386651	DB01251	LLJFMFZYVVLQKT-UHFFFAOYSA-N
386515	DB01252	WPGGHFDDFPHPOB-BBWFWOEESA-N
346632	DB01253	WVVSZNPYNCNODU-XTQGRXLLSA-N
11060	DB01254	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
386652	DB01255	VOBHXZCDAVEXEY-JSGCOSHPSA-N
386372	DB01256	STZYTFJPGGDRJD-NHUWBDDWSA-N
1863	DB01259	BCFGMOOMADDAQU-UHFFFAOYSA-N
386970	DB01260	WBGKWQHBNHJJPZ-LECWWXJVSA-N
263460	DB01261	MFFMDFFZMYYVKS-SECBINFHSA-N
386653	DB01262	XAUDJQYHKZQPEU-KVQBGUIXSA-N
295732	DB01263	RAGOYPUPXAKGKH-XAKZXMRKSA-N
385050	DB01264	CJBJHOAVZSMMDJ-HEXNFIEUSA-N
177776	DB01265	IQFYYKKMVGJFEH-CSMHCCOUSA-N
187232	DB01267	PMXMIIMHBWHSKN-UHFFFAOYSA-N
114270	DB01268	WINHZLLDWRZWRT-ATVHPVEESA-N
386971	DB01273	JQSHBVHOMNKWFT-DTORHVGOSA-N
341174	DB01274	BPZSYCZIITTYBL-YJYMSZOUSA-N
198789	DB01275	RPTUSVTUFVMDQK-UHFFFAOYSA-N
386516	DB01280	IXOXBSCIXZEQEQ-UHTZMRCNSA-N
269953	DB01282	NSTRIRCPWQHTIA-DTRKZRJBSA-N
163104	DB01283	KHPKQFYUPIUARC-UHFFFAOYSA-N
386972	DB01284	ZOEFCCMDUURGSE-SQKVDDBVSA-N
351454	DB01288	LSLYOANBFKQKPT-UHFFFAOYSA-N
386373	DB01289	ZKUDBRCEOBOWLF-UHFFFAOYSA-N
386973	DB01291	VQDBNKDJNJQRDG-UHFFFAOYSA-N
386974	DB01294	ZREIPSZUJIFJNP-UHFFFAOYSA-K
386517	DB01295	HXLAFSUPPDYFEO-UHFFFAOYSA-N
386518	DB01296	MSWZFWKMSRAUBD-IVMDWMLBSA-N
364789	DB01297	DURULFYMVIFBIR-UHFFFAOYSA-N
386975	DB01298	SIBQAECNSSQUOD-UHFFFAOYSA-N
125428	DB01299	PJSFRIWCGOHTNF-UHFFFAOYSA-N
118316	DB01301	HMEYVGGHISAPJR-IAHYZSEUSA-N
386799	DB01303	RLANKEDHRWMNRO-UHFFFAOYSA-M
386800	DB01319	MLBVMOWEQCZNCC-OEMFJLHTSA-N
386654	DB01320	XWLUWCNOOVRFPX-UHFFFAOYSA-N
386801	DB01321	XJSFLOJWULLJQS-NGVXBBESSA-N
386519	DB01324	CYLWJCABXYDINA-UHFFFAOYSA-N
386655	DB01325	AGMMTXLNIQSRCG-UHFFFAOYSA-N
142938	DB01326	OLVCFLKTBJRLHI-AXAPSJFSSA-N
386656	DB01327	MLYYVTUWGNIJIB-BXKDBHETSA-N
386976	DB01328	DYAIAHUQIPBDIP-AXAPSJFSSA-N
386977	DB01329	GCFBRXLSHGKWDP-WTKTZPJXSA-N
70088	DB01330	SRZNHPXWXCNNDU-IXOPCIAXSA-N
89378	DB01331	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
386374	DB01332	NNULBSISHYWZJU-LLKWHZGFSA-N
245518	DB01333	RDLPVSKMFDYCOR-UEKVPHQBSA-N
386375	DB01336	JFXBEKISTKFVAB-AJQTZOPKSA-N
386802	DB01337	GVEAYVLWDAFXET-XGHATYIMSA-N
386978	DB01338	OWWLUIWOFHMHOQ-XGHATYIMSA-N
386803	DB01339	BGSZAXLLHYERSY-XQIGCQGXSA-N
386979	DB01340	HHHKFGXWKKUNCY-FHWLQOOXSA-N
386657	DB01345	ZLMJMSJWJFRBEC-UHFFFAOYSA-N
386980	DB01346	YHRUERMOPBDCFD-UHFFFAOYSA-N
297336	DB01348	HRWCVUIFMSZDJS-SZMVWBNQSA-N
314666	DB01349	ADXGNEYLLLSOAR-UHFFFAOYSA-N
46830	DB01351	VIROVYVQCGLCII-UHFFFAOYSA-N
386520	DB01352	UORJNBVJVRLXMQ-UHFFFAOYSA-N
386658	DB01353	STDBAQMTJLUMFW-UHFFFAOYSA-N
386804	DB01354	PAZQYDJGLKSCSI-UHFFFAOYSA-N
386981	DB01355	UYXAWHWODHRRMR-UHFFFAOYSA-N
386805	DB01356	HBBGRARXTFLTSG-UHFFFAOYSA-N
73073	DB01357	IMSSROKUHAOUJS-MJCUULBUSA-N
386659	DB01359	KQXKVJAGOJTNJS-HNNXBMFYSA-N
386660	DB01364	KWGRBVOPPLSCSI-WPRPVWTQSA-N
386982	DB01365	RXQCGGRTAILOIN-UHFFFAOYSA-N
386983	DB01366	FKNXQNWAXFXVNW-BLLLJJGKSA-N
204542	DB01367	RUOKEQAAGRXIBM-GFCCVEGCSA-N
386661	DB01369	WTHRRGMBUAHGNI-LCYNINFDSA-N
386984	DB01370	XAGFODPZIPBFFR-UHFFFAOYSA-N
386376	DB01373	OYPRJOBELJOOCE-UHFFFAOYSA-N
386521	DB01378	JLVVSXFLKOJNIY-UHFFFAOYSA-N
165288	DB01380	ITRJWOMZKQRYTA-RFZYENFJSA-N
386985	DB01382	QFWPJPIVLCBXFJ-UHFFFAOYSA-N
386806	DB01384	MKPDWECBUAZOHP-AFYJWTTESA-N
386377	DB01390	UIIMBOGNXHQVGW-UHFFFAOYSA-M
17471	DB01392	BLGXFZZNTVWLAY-SCYLSFHTSA-N
201908	DB01393	IIBYAHWJQTYFKB-UHFFFAOYSA-N
386986	DB01394	IAKHMKGGTNLKSZ-UHFFFAOYSA-N
386807	DB01395	METQSPRSQINEEU-HXCATZOESA-N
197128	DB01396	WDJUZGPOPHTGOT-XUDUSOBPSA-N
386662	DB01397	MQHWFIOJQSCFNM-UHFFFAOYSA-L
30319	DB01399	WVYADZUPLLSGPU-UHFFFAOYSA-N
232848	DB01400	ALWKGYPQUAPLQC-UHFFFAOYSA-N
386522	DB01401	FQCQGOZEWWPOKI-UHFFFAOYSA-K
293178	DB01403	VRQVVMDWGGWHTJ-CQSZACIVSA-N
222971	DB01406	POZRVZJJTULAOH-LHZXLZLDSA-N
340534	DB01407	STJMRWALKKWQGH-UHFFFAOYSA-N
94937	DB01408	ANZXOIAKUNOVQU-UHFFFAOYSA-N
386663	DB01409	LERNTVKEWCAPOY-DZZGSBJMSA-N
386378	DB01410	LUKZNWIVRBCLON-GXOBDPJESA-N
316956	DB01411	NBQKINXMPLXUET-UHFFFAOYSA-N
386379	DB01412	YAPQBXQYLJRXSA-UHFFFAOYSA-N
381839	DB01413	HVFLCNVBZFFHBT-ZKDACBOMSA-N
386664	DB01414	RRYMAQUWDLIUPV-BXKDBHETSA-N
386808	DB01415	UNJFKXSSGBWRBZ-BJCIPQKHSA-N
386987	DB01416	WYUSVOMTXWRGEK-HBWVYFAYSA-N
386988	DB01418	VABCILAOYCMVPS-UHFFFAOYSA-N
386665	DB01419	NWGGKKGAFZIVBJ-UHFFFAOYSA-N
92777	DB01420	PDMMFKSKQVNJMI-BLQWBTBKSA-N
386989	DB01421	UOZODPSAJZTQNH-LSWIJEOBSA-N
30137	DB01422	RJIWZDNTCBHXAL-UHFFFAOYSA-N
386990	DB01424	RMMXTBMQSGEXHJ-UHFFFAOYSA-N
256689	DB01425	KSEYRUGYKHXGFW-UHFFFAOYSA-N
386809	DB01426	CJDRUOGAGYHKKD-HEFSZTOGSA-N
245867	DB01427	RNLQIBCLLYYYFJ-UHFFFAOYSA-N
